"","hashed_userid","masked_username","location","following","followers","totaltweets","usercreateddt","tweetid","tweetcreatedts","retweetcount","text","hashtags","language","favorite_count","is_retweet","original_tweet_id","in_reply_to_status_id","is_quote_status","quoted_status_id","extractedts"
0,93503586444192173848,"********dTravel","USA",224,65,252,"2021-02-23",1543314380376354816,"2022-07-02 19:23:16.000000",0,"#4thOfJuly is an American holiday that celebrates the independence from Great Britain.  Did you know that the #DeclarationOfIndependence was formally adopted on July 4, 1776 in the State of #Pennsylvania?

Wishing you all a happy #4thofJulyWeekend!  🎆🇺🇸🎇
https://t.co/3vJq7NMqsi https://t.co/Mxl0XFAyBL","[{'text': '4thOfJuly', 'indices': [0, 10]}, {'text': 'DeclarationOfIndependence', 'indices': [110, 136]}, {'text': 'Pennsylvania', 'indices': [190, 203]}, {'text': '4thofJulyWeekend', 'indices': [230, 247]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.714997"
1,66383405929755284434,"*******lingTV","Fayetteville, AR",742,6376,3182,"2017-05-01",1543314412790059011,"2022-07-02 19:23:24.000000",3,"We all love watching fireworks during #4thofJuly celebrations! 🎇🧨🎆 🇺🇸But they can be very triggering for our neighbors who are veterans. 

Learn more about how, and what you can do to minimize harm to veterans with #PTSD tonight on @KNWAFOX24! #NWANews https://t.co/Ei3OhNYAqO","[{'text': '4thofJuly', 'indices': [38, 48]}, {'text': 'PTSD', 'indices': [215, 220]}, {'text': 'NWANews', 'indices': [244, 252]}]","en",4,False,0,0,False,0,"2022-07-03 02:36:02.701725"
2,19601962852519644642,"******REGIME","Merced, Ca",55,121,510,"2016-11-21",1543314509267210240,"2022-07-02 19:23:47.000000",1,"Look who’s here! Kona Ice of Merced and members of the Golden Valley Cardinal Regime are at our booth right now performing and serving up cold treats. Come on down! #4thofjuly #fundraiser https://t.co/KlyqEh0zza","[{'text': '4thofjuly', 'indices': [165, 175]}, {'text': 'fundraiser', 'indices': [176, 187]}]","en",2,False,0,0,False,0,"2022-07-03 02:36:02.687366"
3,87764411532600502887,"******oolHQ","New York, Los Angeles",130,1107,913,"2019-11-04",1543314509405663232,"2022-07-02 19:23:47.000000",0,"Stuck in traffic?  Listen to our first What-to-Watch JAM for a quick take on the best #movies and #TV for all occasions this #FourthofJuly weekend:  https://t.co/IsoIjuOWXY   

#4thOfJuly #movie #nowplaying #whattowatch #familymovie #hiddengem #StrangerThings ++ https://t.co/LZmlKWtPlC","[{'text': 'movies', 'indices': [86, 93]}, {'text': 'TV', 'indices': [98, 101]}, {'text': 'FourthofJuly', 'indices': [125, 138]}, {'text': '4thOfJuly', 'indices': [177, 187]}, {'text': 'movie', 'indices': [188, 194]}, {'text': 'nowplaying', 'indices': [195, 206]}, {'text': 'whattowatch', 'indices': [207, 219]}, {'text': 'familymovie', 'indices': [220, 232]}, {'text': 'hiddengem', 'indices': [233, 243]}, {'text': 'StrangerThings', 'indices': [244, 259]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.673359"
4,54488481554936358334,"*******poonme","United States",14581,17200,32179,"2008-10-15",1543314575004688384,"2022-07-02 19:24:02.000000",1,"What could make a holiday weekend better? How about a @Campari ice cream float? https://t.co/RQjJcf3CB1 #FourthofJulyWeekend @suziday123 @gailbenzler @CattMcCreary @eatlivestay @RoadtripC @CaraMiaSG @ibstatguy @OffTrackCooking @plsthepalate @GrnLakeGirl @MacCocktail https://t.co/OkzMCJoulQ","[{'text': 'FourthofJulyWeekend', 'indices': [104, 124]}]","en",2,False,0,0,False,0,"2022-07-03 02:36:02.660227"
5,52459481791845492787,"*******enn2000","",1,26,2660,"2021-10-05",1543314776113250304,"2022-07-02 19:24:50.000000",0,"The Glorious Fourth--sending up the fire balloon
1871.
#FireBalloon #4thofJuly #July4th #Vintage #Balloons 
https://t.co/J2xkUHxsWg https://t.co/7dUaLrVuXv","[{'text': 'FireBalloon', 'indices': [55, 67]}, {'text': '4thofJuly', 'indices': [68, 78]}, {'text': 'July4th', 'indices': [79, 87]}, {'text': 'Vintage', 'indices': [88, 96]}, {'text': 'Balloons', 'indices': [97, 106]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.646693"
6,16329682993021069561,"*******eehomes","Richmond Hill, GA",3,26,1008,"2015-11-19",1543314780685045760,"2022-07-02 19:24:51.000000",0,"Happy Birthday America!
#4thofJuly #independenceday #savannahga https://t.co/yp2gpgY6rx","[{'text': '4thofJuly', 'indices': [24, 34]}, {'text': 'independenceday', 'indices': [35, 51]}, {'text': 'savannahga', 'indices': [52, 63]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.632403"
7,52526721517307451651,"********orschFL","In between Disney Cruises",9946,40600,221324,"2009-01-31",1543314823651418117,"2022-07-02 19:25:02.000000",0,"20 delicious #4thofJuly food ideas that can get delivered just in time.

https://t.co/qpR6uNLsOm https://t.co/AXOgDCn6Yw","[{'text': '4thofJuly', 'indices': [13, 23]}]","en",4,False,0,0,False,0,"2022-07-03 02:36:02.618966"
8,55383892311312695476,"******ssalem","Salem oregon",173,186,7345,"2013-11-22",1543314958363926528,"2022-07-02 19:25:34.000000",0,"4th of July sale starts today 75% off reg price limited quantities available #4thofjulysale #sale #smokeys #420 #710 #4thofjuly #waterpipe #bong #weed #oil #dabrig #concentrate #smokeys #503 @ Smokey's gift shop https://t.co/ryloOgpEqP","[{'text': '4thofjulysale', 'indices': [77, 91]}, {'text': 'sale', 'indices': [92, 97]}, {'text': 'smokeys', 'indices': [98, 106]}, {'text': '4thofjuly', 'indices': [117, 127]}, {'text': 'waterpipe', 'indices': [128, 138]}, {'text': 'bong', 'indices': [139, 144]}, {'text': 'weed', 'indices': [145, 150]}, {'text': 'oil', 'indices': [151, 155]}, {'text': 'dabrig', 'indices': [156, 163]}, {'text': 'concentrate', 'indices': [164, 176]}, {'text': 'smokeys', 'indices': [177, 185]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.605172"
9,39494761963253289261,"******armer","Indiana, USA",3464,2260,22713,"2011-04-17",1543314959039348737,"2022-07-02 19:25:34.000000",0,"Over the years 🇺🇸 has become less free and less patriotic. Will this be the last #FourthofJuly that we can celebrate our freedoms? Many feel July 4th celebrations will come to an end soon if things don’t change. https://t.co/2zqGk6mPms","[{'text': 'FourthofJuly', 'indices': [81, 94]}]","en",1,False,0,0,True,1543067436341235712,"2022-07-03 02:36:02.590971"
10,41729461723743294727,"******urango","Durango, CO",2615,9283,16487,"2011-11-30",1543315072554266624,"2022-07-02 19:26:01.000000",1,"Happy 4th of July Weekend! 🇺🇸🏔️
.
.
.
#visitdurango #durango #colorado #4thofjuly #america #usa https://t.co/eYwHTmE9eb","[{'text': 'visitdurango', 'indices': [38, 51]}, {'text': 'durango', 'indices': [52, 60]}, {'text': 'colorado', 'indices': [61, 70]}, {'text': '4thofjuly', 'indices': [71, 81]}, {'text': 'america', 'indices': [82, 90]}, {'text': 'usa', 'indices': [91, 95]}]","en",5,False,0,0,False,0,"2022-07-03 02:36:02.577793"
11,76022986244791510970,"******s_Lawn","Springdale, AR",116,44,943,"2018-03-14",1543315073803997185,"2022-07-02 19:26:01.000000",0,"Check out the largest Fireworks Show in all of NWA following the Arkansas Naturals home game at 6:35 pm against the Tulsa Drillers on Monday, July 4th. https://t.co/7uNFJlWY74 #4thofjuly #NWAcommunity #NicholsReliable https://t.co/g5dYTIEyjU","[{'text': '4thofjuly', 'indices': [176, 186]}, {'text': 'NWAcommunity', 'indices': [187, 200]}, {'text': 'NicholsReliable', 'indices': [201, 217]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.563686"
12,97848239047763838207,"******pdates","",574,16784,4203,"2010-03-09",1543315083371110401,"2022-07-02 19:26:03.000000",2,"This easy to make and bursting with summer goodness Red, White &amp; Blueberry Mozzarella Salad is perfect for the 4th of July celebrations! 

https://t.co/WHSplSsknF 

 #fruitsalad #4thofjuly https://t.co/q5H7Q0e5aG","[{'text': 'fruitsalad', 'indices': [170, 181]}, {'text': '4thofjuly', 'indices': [182, 192]}]","en",9,False,0,0,False,0,"2022-07-03 02:36:02.550052"
13,52459481791845492787,"*******enn2000","",1,26,2660,"2021-10-05",1543315191257088002,"2022-07-02 19:26:29.000000",0,"Hartford, Wisconsin, Fourth of July
1941 John Vachon.
#Photography #Vintage #4thofJuly #July4th #Wisconsin 
https://t.co/iADgOjHozm https://t.co/HLYzIrBhCt","[{'text': 'Photography', 'indices': [54, 66]}, {'text': 'Vintage', 'indices': [67, 75]}, {'text': '4thofJuly', 'indices': [76, 86]}, {'text': 'July4th', 'indices': [87, 95]}, {'text': 'Wisconsin', 'indices': [96, 106]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.536102"
14,45758977087491457515,"*****rabb","On The Road",4554,1995,27740,"2011-03-07",1543315235292844032,"2022-07-02 19:26:40.000000",1,"Happy #MAGAMonth Happy #4thOfJuly https://t.co/hpOCYFysn7","[{'text': 'MAGAMonth', 'indices': [6, 16]}, {'text': '4thOfJuly', 'indices': [23, 33]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.521926"
15,50558352948481770234,"********uth2022","",35,12,1190,"2022-06-08",1543315294680010752,"2022-07-02 19:26:54.000000",0,"#CassidyHutchinson is not only a liar, but she is a TRAITOR #January6thHearings Regular clip hold a dozen @BigThirty375 big bbbbrrllllddd #4thOfJuly #FreePoohShiesty #July4th #4thofJulyWeekend","[{'text': 'CassidyHutchinson', 'indices': [0, 18]}, {'text': 'January6thHearings', 'indices': [60, 79]}, {'text': '4thOfJuly', 'indices': [138, 148]}, {'text': 'FreePoohShiesty', 'indices': [149, 165]}, {'text': 'July4th', 'indices': [166, 174]}, {'text': '4thofJulyWeekend', 'indices': [175, 192]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.508250"
16,29811097638386400103,"*******stelco","",9,40,603,"2019-03-25",1543315331371962370,"2022-07-02 19:27:03.000000",0,"Planters will be closed on Monday, July 4th in observance of Independence Day.

#PlantersBroadband #fourthofjuly #independenceday https://t.co/jVsMlPJ9Lp","[{'text': 'PlantersBroadband', 'indices': [80, 98]}, {'text': 'fourthofjuly', 'indices': [99, 112]}, {'text': 'independenceday', 'indices': [113, 129]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.494890"
17,58189944353618393124,"******ource","North America",485,238,947,"2009-09-27",1543315573312045058,"2022-07-02 19:28:00.000000",0,"Wishing you and your loved ones a Happy Independence Day!!! 🎇
 #independenceday2022 #fourthofjuly #usa https://t.co/0TRx1u1KOE","[{'text': 'independenceday2022', 'indices': [63, 83]}, {'text': 'fourthofjuly', 'indices': [84, 97]}, {'text': 'usa', 'indices': [98, 102]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.481630"
18,55383892311312695476,"******ssalem","Salem oregon",173,186,7345,"2013-11-22",1543315594346639360,"2022-07-02 19:28:05.000000",0,"14” 9mm straight tube 75% off 4th of July sale going on now #smokeys #4thofjulysale #4thofjuly #waterpipe #bong #smokeshop #headshop #stoner #weed #smokeys #pnw @ Smokey's gift shop https://t.co/QxzGFqdW5J","[{'text': 'smokeys', 'indices': [60, 68]}, {'text': '4thofjulysale', 'indices': [69, 83]}, {'text': '4thofjuly', 'indices': [84, 94]}, {'text': 'waterpipe', 'indices': [95, 105]}, {'text': 'bong', 'indices': [106, 111]}, {'text': 'smokeshop', 'indices': [112, 122]}, {'text': 'headshop', 'indices': [123, 132]}, {'text': 'stoner', 'indices': [133, 140]}, {'text': 'weed', 'indices': [141, 146]}, {'text': 'smokeys', 'indices': [147, 155]}, {'text': 'pnw', 'indices': [156, 160]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.467945"
19,52459481791845492787,"*******enn2000","",1,26,2660,"2021-10-05",1543315636620853251,"2022-07-02 19:28:15.000000",0,"Hartford, Wisconsin, Fourth of July
1941 John Vachon.
#Wisconsion #Vintage #Photography #July4th #4thofJuly 
https://t.co/NiKu1R32xG https://t.co/IDTzMrVvJk","[{'text': 'Wisconsion', 'indices': [54, 65]}, {'text': 'Vintage', 'indices': [66, 74]}, {'text': 'Photography', 'indices': [75, 87]}, {'text': 'July4th', 'indices': [88, 96]}, {'text': '4thofJuly', 'indices': [97, 107]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.453802"
20,81253420708130460396,"******denton","Hogwarts School of Bitchcraft ",3908,8052,78793,"2008-08-05",1543315754375909376,"2022-07-02 19:28:43.000000",1,"Cancelled until further
notice.

#fourthofjuly #july4
#independenceday #america #no
#usa https://t.co/ru02ZrKtPP","[{'text': 'fourthofjuly', 'indices': [33, 46]}, {'text': 'july4', 'indices': [47, 53]}, {'text': 'independenceday', 'indices': [54, 70]}, {'text': 'america', 'indices': [71, 79]}, {'text': 'no', 'indices': [80, 83]}, {'text': 'usa', 'indices': [84, 88]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.439460"
21,8645805499284803958,"*******6diner","Hannibal, MO",57,584,49860,"2009-12-21",1543315799967924232,"2022-07-02 19:28:54.000000",0,"Yes, the girls are doing fence painting too! #HannibalMO #TomSawyerDays #4thOfJuly #4thofJulyWeekend https://t.co/KQTgWfJt51","[{'text': 'HannibalMO', 'indices': [45, 56]}, {'text': 'TomSawyerDays', 'indices': [57, 71]}, {'text': '4thOfJuly', 'indices': [72, 82]}, {'text': '4thofJulyWeekend', 'indices': [83, 100]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.425318"
22,50558352948481770234,"********uth2022","",35,12,1190,"2022-06-08",1543315825234309120,"2022-07-02 19:29:00.000000",0,"Listening to this @BigThirty375 knowing it’s messed up Pooh Shiesty locked up and #CassidyHutchinson ain’t. #January6thHearings Cassidy need to be below the jail. When are we going to slide for America? #4thOfJuly #4thofJulyWeekend #AmericaFirst #FreePoohShiesty","[{'text': 'CassidyHutchinson', 'indices': [82, 100]}, {'text': 'January6thHearings', 'indices': [108, 127]}, {'text': '4thOfJuly', 'indices': [203, 213]}, {'text': '4thofJulyWeekend', 'indices': [214, 231]}, {'text': 'AmericaFirst', 'indices': [232, 245]}, {'text': 'FreePoohShiesty', 'indices': [246, 262]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.411556"
23,34816252513470131966,"******d4Iowa","Iowa, USA",242,256,191,"2022-02-07",1543315837532209159,"2022-07-02 19:29:03.000000",0,"Corn is on the menu this weekend for most of us! An Iowa tradition! How do you prefer corn on the cob? Buttered? Roasted? Boiled? #corn #4thofjuly #iowa @ Iowa https://t.co/vwibeFVj4I","[{'text': 'corn', 'indices': [130, 135]}, {'text': '4thofjuly', 'indices': [136, 146]}, {'text': 'iowa', 'indices': [147, 152]}]","en",2,False,0,0,False,0,"2022-07-03 02:36:02.397346"
24,5211552470888864462,"******ntsAoT","Canton, MA.",265,96,871,"2013-11-04",1543315849620201475,"2022-07-02 19:29:06.000000",0,"Happy 4th of July! 🇺🇸 
#IndependenceDay #Freedom #Fireworks #fourthofjuly #redwhiteandblue #america #patriotic #starsandstripes #independence  #happybirthdayamerica #fourthofjulyweekend #norfolkcounty #bristolcounty #musicschool #musiclessons #canton https://t.co/b0khMhr6j9 https://t.co/e99DhtYkEd","[{'text': 'IndependenceDay', 'indices': [23, 39]}, {'text': 'Freedom', 'indices': [40, 48]}, {'text': 'Fireworks', 'indices': [49, 59]}, {'text': 'fourthofjuly', 'indices': [60, 73]}, {'text': 'redwhiteandblue', 'indices': [74, 90]}, {'text': 'america', 'indices': [91, 99]}, {'text': 'patriotic', 'indices': [100, 110]}, {'text': 'starsandstripes', 'indices': [111, 127]}, {'text': 'independence', 'indices': [128, 141]}, {'text': 'happybirthdayamerica', 'indices': [143, 164]}, {'text': 'fourthofjulyweekend', 'indices': [165, 185]}, {'text': 'norfolkcounty', 'indices': [186, 200]}, {'text': 'bristolcounty', 'indices': [201, 215]}, {'text': 'musicschool', 'indices': [216, 228]}, {'text': 'musiclessons', 'indices': [229, 242]}, {'text': 'canton', 'indices': [243, 250]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.383181"
25,23744114088565273437,"******Albany","Albany, NY",275,431,1615,"2011-03-08",1543315952326086661,"2022-07-02 19:29:31.000000",0,"Happy 4th of July weekend! 🎆

🌟Weekend Hours🌟
Saturday 12-11pm
Sunday 12-10pm
Monday 12-11pm 

Don’t forget we have live music tonight from 7-10pm 🎶

#emackandbolios #emacksalbany #icecream #holiday #fourthofjuly #albanyny #upstateny https://t.co/GoeHQVM7CD","[{'text': 'emackandbolios', 'indices': [150, 165]}, {'text': 'emacksalbany', 'indices': [166, 179]}, {'text': 'icecream', 'indices': [180, 189]}, {'text': 'holiday', 'indices': [190, 198]}, {'text': 'fourthofjuly', 'indices': [199, 212]}, {'text': 'albanyny', 'indices': [213, 222]}, {'text': 'upstateny', 'indices': [223, 233]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.369121"
26,63627652884053670834,"******Health","",556,27692,12537,"2010-12-09",1543316068755599360,"2022-07-02 19:29:58.000000",0,"We're moments away from the loudest weekend of the year!  

Make plans today to keep pets indoors AND safe. As Dr. Sarah Schiff of VCA Animal Hospitals explains,  fireworks noise can scare pets into running away. #vcapets #4thofjuly #safety #petcare 
https://t.co/Iaj572e612","[{'text': 'vcapets', 'indices': [213, 221]}, {'text': '4thofjuly', 'indices': [222, 232]}, {'text': 'safety', 'indices': [233, 240]}, {'text': 'petcare', 'indices': [241, 249]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.355031"
27,32822841370109350398,"*******heater1","Hollywood, California",2317,1202,21186,"2012-12-14",1543316071872069633,"2022-07-02 19:29:59.000000",0,"Spanning 80 years of cinema and TV, here are 10 films and series that present American history with care while taking some creative license... by @joshmshep
#IndependenceDayWeekend #FourthofJulyWeekend #4thofJulyWeekend

https://t.co/a85oGU4d3x","[{'text': 'IndependenceDayWeekend', 'indices': [157, 180]}, {'text': 'FourthofJulyWeekend', 'indices': [181, 201]}, {'text': '4thofJulyWeekend', 'indices': [202, 219]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.340442"
28,14946051004971015696,"*******arshal","Springfield, IL",83,527,3084,"2019-06-25",1543316074736672769,"2022-07-02 19:30:00.000000",0,"Our grills will be getting a work out over the next few days during the #4thofJuly holiday weekend. In this video the @NFPA tests your grilling safety knowledge. Keep these tips in mind to stay safe and prevent an accidental fire. 

https://t.co/Ng3Hk5Hk4i","[{'text': '4thofJuly', 'indices': [72, 82]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.326430"
29,66711491923114472657,"******illMom","South Florida ",28774,48135,127346,"2009-07-21",1543316075495956481,"2022-07-02 19:30:00.000000",0,"Great activity with the kids. make these fun patriotic wands!  Perfect for all #fourthofJuly celebrations!  https://t.co/nsGCXRyfqA…
#diy #patriotic #wands #celebrate #summer https://t.co/nsGCXRyfqA  #celebrate #FourthofJulyWeekend","[{'text': 'fourthofJuly', 'indices': [79, 92]}, {'text': 'diy', 'indices': [133, 137]}, {'text': 'patriotic', 'indices': [138, 148]}, {'text': 'wands', 'indices': [149, 155]}, {'text': 'celebrate', 'indices': [156, 166]}, {'text': 'summer', 'indices': [167, 174]}, {'text': 'celebrate', 'indices': [200, 210]}, {'text': 'FourthofJulyWeekend', 'indices': [211, 231]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.312194"
30,52459481791845492787,"*******enn2000","",1,26,2660,"2021-10-05",1543316085327466502,"2022-07-02 19:30:02.000000",0,"Hartford, Wisconsin, Fourth of July
1941 John Vachon.
#Wisconsin #IceCream #Vintage #Photography #July4th #4thofJuly #MillerHighLife #Beer 
https://t.co/Mzo6gFFD2X https://t.co/aunDCcpawF","[{'text': 'Wisconsin', 'indices': [54, 64]}, {'text': 'IceCream', 'indices': [65, 74]}, {'text': 'Vintage', 'indices': [75, 83]}, {'text': 'Photography', 'indices': [84, 96]}, {'text': 'July4th', 'indices': [97, 105]}, {'text': '4thofJuly', 'indices': [106, 116]}, {'text': 'MillerHighLife', 'indices': [117, 132]}, {'text': 'Beer', 'indices': [133, 138]}]","en",4,False,0,0,False,0,"2022-07-03 02:36:02.297831"
31,19692453288562418737,"*****_Muni","San Francisco, CA",497,170773,134352,"2010-01-29",1543316091560140809,"2022-07-02 19:30:04.000000",2,"HeadsUp: On Monday, the #4thofJuly, #SFMuni service will operate on a Sunday schedule.

Real-time monitoring will take place from 4pm to midnight due to the holiday fireworks celebration.

Parking meters and nightly street sweeping will be enforced. https://t.co/xUFpGROWYI","[{'text': '4thofJuly', 'indices': [24, 34]}, {'text': 'SFMuni', 'indices': [36, 43]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.283460"
32,20453982237414635673,"*******irlsLV","Las Vegas, NV",267,1463,5933,"2015-01-03",1543316112242348033,"2022-07-02 19:30:09.000000",0,"🎆 Save the date! 🎆
4TH OF JULY
$5 DRINKS ALL NIGHT!
#DejaVuVegas #4thofJuly #July4th #IndependenceDay https://t.co/HAE9KcIB3c","[{'text': 'DejaVuVegas', 'indices': [52, 64]}, {'text': '4thofJuly', 'indices': [65, 75]}, {'text': 'July4th', 'indices': [76, 84]}, {'text': 'IndependenceDay', 'indices': [85, 101]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.269068"
33,12689486762363464882,"*****meau","Los Angeles / Worldwide",1600,899,2714,"2009-03-12",1543316142864732160,"2022-07-02 19:30:16.000000",0,"Happy 4th!

#4thOfJuly #DeclarationOfIndependence #DOI #USA https://t.co/TXgWCGgmX6","[{'text': '4thOfJuly', 'indices': [12, 22]}, {'text': 'DeclarationOfIndependence', 'indices': [23, 49]}, {'text': 'DOI', 'indices': [50, 54]}, {'text': 'USA', 'indices': [55, 59]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.255192"
34,75646137398306903858,"*******Amabile","New Jersey",1373,1531,17287,"2010-02-09",1543316156764798976,"2022-07-02 19:30:19.000000",0,"107.1 The Boss ""Summer Fun Songs"" Weekend! - 107.1 The Boss #summerfunsongs #4thofJuly #1071TheBoss https://t.co/cGeYFqd9Qy","[{'text': 'summerfunsongs', 'indices': [60, 75]}, {'text': '4thofJuly', 'indices': [76, 86]}, {'text': '1071TheBoss', 'indices': [87, 99]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.240996"
35,97774185351141140117,"*******ION_FH","843 Rt 33 Business Freehold NJ",107,117,1539,"2016-11-23",1543316190436757504,"2022-07-02 19:30:27.000000",0,"Celebrate Revolution 🇺🇸 this weekend 843 State Route 33 in Cousins Plaza 

#july4th #4thofjuly #independenceday #revolution #peace #love #freehold #nj @ Revolution Freehold https://t.co/rqh8TArp42","[{'text': 'july4th', 'indices': [75, 83]}, {'text': '4thofjuly', 'indices': [84, 94]}, {'text': 'independenceday', 'indices': [95, 111]}, {'text': 'revolution', 'indices': [112, 123]}, {'text': 'peace', 'indices': [124, 130]}, {'text': 'love', 'indices': [131, 136]}, {'text': 'freehold', 'indices': [137, 146]}, {'text': 'nj', 'indices': [147, 150]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.227158"
36,66970996574350500385,"*******ktheFOX","",8,0,19,"2022-06-28",1543316199332790272,"2022-07-02 19:30:30.000000",0,"Whiskey @ Work Countdown shares whiskey #3 at 2PM. We are getting closer to #1 !
#4thofJuly #Independenceday #July4th https://t.co/NH4Otxyuwx","[{'text': '4thofJuly', 'indices': [81, 91]}, {'text': 'Independenceday', 'indices': [92, 108]}, {'text': 'July4th', 'indices': [109, 117]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.213417"
37,518615083064944264,"*******astonia","Gastonia, NC",306,3938,4147,"2011-06-01",1543316231800995840,"2022-07-02 19:30:37.000000",0,"Two more days! Gastonia's #FourthofJuly celebration begins at 5 pm. on Monday.

Live music from Bantum Rooster, carnival games, balloon twisting, beer garden, vendors, food trucks/restaurants and more! Fireworks begin at 9:30 and last about 13 minutes. All in Downtown Gastonia! https://t.co/brx4QaT0Ix","[{'text': 'FourthofJuly', 'indices': [26, 39]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.199665"
38,88122498185625615665,"*****rport","Des Moines, IA",1790,4918,2726,"2010-01-07",1543316328215371777,"2022-07-02 19:31:00.000000",1,"Celebrating in the Des Moines region this holiday weekend?  Check out the @DesMoinesParent 4th of July run-down of festivities! 
https://t.co/KXU1dBg5L7 
#flydsm #dsmusa #fourthofjuly #airports #travel #midwesttravel","[{'text': 'flydsm', 'indices': [154, 161]}, {'text': 'dsmusa', 'indices': [162, 169]}, {'text': 'fourthofjuly', 'indices': [170, 183]}, {'text': 'airports', 'indices': [184, 193]}, {'text': 'travel', 'indices': [194, 201]}, {'text': 'midwesttravel', 'indices': [202, 216]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.186043"
39,94316812406641262223,"********hurches","Worldwide",12,232,1274,"2009-05-22",1543316329704443905,"2022-07-02 19:31:01.000000",0,"Celebrate Independence Day with the ultimate BBQ celebration! Join us at The Rock Church Queens, for an July 4th Day blow-out, full of wild competitions, pool parties, sports tournaments, and all the food you could ask for! #july4th #4thofjuly #bbq https://t.co/rEF6xYTrAW","[{'text': 'july4th', 'indices': [224, 232]}, {'text': '4thofjuly', 'indices': [233, 243]}, {'text': 'bbq', 'indices': [244, 248]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.172725"
40,95722345731008257952,"******ead45","",2998,1885,4135,"2021-12-11",1543316340114567168,"2022-07-02 19:31:03.000000",0,"@WhiteHouse @POTUS @laurenboebert @VP @PressSec @NRA #4thOfJuly #July4th #BidenIsAFailure #NewWorldOrder Good bye 4th of July. #SaturdayVibes #SaturdayMotivation @RCamposDuffy @Johnny_Joey @WestPoint_USMA @foxnewspolitics @foxandfriends @reba @tedcruz @GovRonDeSantis @kevincorke https://t.co/VDKYj2iZfM","[{'text': '4thOfJuly', 'indices': [53, 63]}, {'text': 'July4th', 'indices': [64, 72]}, {'text': 'BidenIsAFailure', 'indices': [73, 89]}, {'text': 'NewWorldOrder', 'indices': [90, 104]}, {'text': 'SaturdayVibes', 'indices': [127, 141]}, {'text': 'SaturdayMotivation', 'indices': [142, 161]}]","en",0,False,0,0,False,0,"2022-07-03 02:36:02.159357"
41,32069587439135535457,"*******ncaRic","Someone Lost Along The Way. ",4977,3751,497816,"2014-07-25",1543316340559081472,"2022-07-02 19:31:03.000000",2,"I think the best way to “celebrate” the #4thOfJuly is to try and better understand other Americans , while also taking proactive actions to make America better by defending the rights of ALL Americans 
#WomensRights #LGBTQRights #VotingRightsAct","[{'text': '4thOfJuly', 'indices': [40, 50]}, {'text': 'WomensRights', 'indices': [202, 215]}, {'text': 'LGBTQRights', 'indices': [216, 228]}, {'text': 'VotingRightsAct', 'indices': [229, 245]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.145445"
42,88105266220341785206,"*****Kinst","Sacramento, California",46,1246,98,"2019-01-17",1543316350289866752,"2022-07-02 19:31:05.000000",1,"“May we think of freedom, not as the right to do as we please, but as the opportunity to do what is right.” - Peter Marshall

We hope you all enjoy this weekend of celebration with your loved ones!

#4thofjuly #independenceday #america #godblessamerica #redwhiteandblue https://t.co/hdY2ZPfvZd","[{'text': '4thofjuly', 'indices': [199, 209]}, {'text': 'independenceday', 'indices': [210, 226]}, {'text': 'america', 'indices': [227, 235]}, {'text': 'godblessamerica', 'indices': [236, 252]}, {'text': 'redwhiteandblue', 'indices': [253, 269]}]","en",1,False,0,0,False,0,"2022-07-03 02:36:02.131455"
